Municipio;Microrregiao;Mesorregiao;Uf_nome;Uf;Regiao
Bom Jardim;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Bom Jesus das Selvas;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Bom Lugar;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Brejo;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Brejo de Areia;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Buriti;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Buriti Bravo;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
Buriticupu;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Buritirana;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Cachoeira Grande;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Cajapió;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Cajari;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Campestre do Maranhão;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
Cândido Mendes;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Cantanhede;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Capinzal do Norte;Codó;Leste Maranhense;Maranhão;MA;Nordeste
Carolina;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
Carutapera;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Caxias;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
Cedral;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Central do Maranhão;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Centro do Guilherme;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Centro Novo do Maranhão;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Chapadinha;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Cidelândia;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Codó;Codó;Leste Maranhense;Maranhão;MA;Nordeste
Coelho Neto;Coelho Neto;Leste Maranhense;Maranhão;MA;Nordeste
Colinas;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Conceição do Lago-Açu;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Coroatá;Codó;Leste Maranhense;Maranhão;MA;Nordeste
Cururupu;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Davinópolis;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Dom Pedro;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Duque Bacelar;Coelho Neto;Leste Maranhense;Maranhão;MA;Nordeste
Esperantinópolis;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Estreito;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
Feira Nova do Maranhão;Gerais de Balsas;Sul Maranhense;Maranhão;MA;Nordeste
Fernando Falcão;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Formosa da Serra Negra;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Fortaleza dos Nogueiras;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
Fortuna;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Godofredo Viana;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Gonçalves Dias;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Governador Archer;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Governador Edison Lobão;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Governador Eugênio Barros;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Governador Luiz Rocha;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Governador Newton Bello;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Governador Nunes Freire;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Graça Aranha;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Grajaú;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Guimarães;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Humberto de Campos;Lençóis Maranhenses;Norte Maranhense;Maranhão;MA;Nordeste
Icatu;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Igarapé do Meio;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Igarapé Grande;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Imperatriz;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Itaipava do Grajaú;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Itapecuru Mirim;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Itinga do Maranhão;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Jatobá;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Jenipapo dos Vieiras;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
João Lisboa;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Joselândia;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Junco do Maranhão;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Lago da Pedra;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Lago do Junco;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Lago Verde;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Lagoa do Mato;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Lago dos Rodrigues;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Lagoa Grande do Maranhão;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Lajeado Novo;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Lima Campos;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Loreto;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
Luís Domingues;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Magalhães de Almeida;Baixo Parnaíba Maranhense;Leste Maranhense;Maranhão;MA;Nordeste
Maracaçumé;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Marajá do Sena;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Maranhãozinho;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Mata Roma;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Matinha;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Matões;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
Matões do Norte;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Milagres do Maranhão;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Mirador;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Miranda do Norte;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Mirinzal;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Monção;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Montes Altos;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Morros;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Nina Rodrigues;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Nova Colinas;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
Nova Iorque;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Nova Olinda do Maranhão;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Olho d'Água das Cunhãs;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Olinda Nova do Maranhão;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Paço do Lumiar;Aglomeração Urbana de São Luís;Norte Maranhense;Maranhão;MA;Nordeste
Palmeirândia;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Paraibano;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Parnarama;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
Passagem Franca;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Pastos Bons;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Paulino Neves;Lençóis Maranhenses;Norte Maranhense;Maranhão;MA;Nordeste
Paulo Ramos;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Pedreiras;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Pedro do Rosário;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Penalva;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Peri Mirim;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Peritoró;Codó;Leste Maranhense;Maranhão;MA;Nordeste
Pindaré-Mirim;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Pinheiro;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Pio XII;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Pirapemas;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Poção de Pedras;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Porto Franco;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
Porto Rico do Maranhão;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Presidente Dutra;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Presidente Juscelino;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Presidente Médici;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Presidente Sarney;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Presidente Vargas;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Primeira Cruz;Lençóis Maranhenses;Norte Maranhense;Maranhão;MA;Nordeste
Raposa;Aglomeração Urbana de São Luís;Norte Maranhense;Maranhão;MA;Nordeste
Riachão;Gerais de Balsas;Sul Maranhense;Maranhão;MA;Nordeste
Ribamar Fiquene;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Rosário;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Sambaíba;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
Santa Filomena do Maranhão;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Santa Helena;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Santa Inês;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Santa Luzia;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Santa Luzia do Paruá;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Santa Quitéria do Maranhão;Baixo Parnaíba Maranhense;Leste Maranhense;Maranhão;MA;Nordeste
Santa Rita;Rosário;Norte Maranhense;Maranhão;MA;Nordeste
Santana do Maranhão;Baixo Parnaíba Maranhense;Leste Maranhense;Maranhão;MA;Nordeste
Santo Amaro do Maranhão;Lençóis Maranhenses;Norte Maranhense;Maranhão;MA;Nordeste
Santo Antônio dos Lopes;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
São Benedito do Rio Preto;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
São Bento;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
São Bernardo;Baixo Parnaíba Maranhense;Leste Maranhense;Maranhão;MA;Nordeste
São Domingos do Azeitão;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
São Domingos do Maranhão;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
São Félix de Balsas;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
São Francisco do Brejão;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
São Francisco do Maranhão;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
São João Batista;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
São João do Carú;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
São João do Paraíso;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
São João do Soter;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
São João dos Patos;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
São José de Ribamar;Aglomeração Urbana de São Luís;Norte Maranhense;Maranhão;MA;Nordeste
São José dos Basílios;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
São Luís;Aglomeração Urbana de São Luís;Norte Maranhense;Maranhão;MA;Nordeste
São Luís Gonzaga do Maranhão;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
São Mateus do Maranhão;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
São Pedro da Água Branca;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
São Pedro dos Crentes;Porto Franco;Sul Maranhense;Maranhão;MA;Nordeste
São Raimundo das Mangabeiras;Chapadas das Mangabeiras;Sul Maranhense;Maranhão;MA;Nordeste
São Raimundo do Doca Bezerra;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
São Roberto;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
São Vicente Ferrer;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Satubinha;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Senador Alexandre Costa;Presidente Dutra;Centro Maranhense;Maranhão;MA;Nordeste
Senador La Rocque;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Serrano do Maranhão;Litoral Ocidental Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Sítio Novo;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Sucupira do Norte;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Sucupira do Riachão;Chapadas do Alto Itapecuru;Leste Maranhense;Maranhão;MA;Nordeste
Tasso Fragoso;Gerais de Balsas;Sul Maranhense;Maranhão;MA;Nordeste
Timbiras;Codó;Leste Maranhense;Maranhão;MA;Nordeste
Timon;Caxias;Leste Maranhense;Maranhão;MA;Nordeste
Trizidela do Vale;Médio Mearim;Centro Maranhense;Maranhão;MA;Nordeste
Tufilândia;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Tuntum;Alto Mearim e Grajaú;Centro Maranhense;Maranhão;MA;Nordeste
Turiaçu;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Turilândia;Gurupi;Oeste Maranhense;Maranhão;MA;Nordeste
Tutóia;Lençóis Maranhenses;Norte Maranhense;Maranhão;MA;Nordeste
Urbano Santos;Chapadinha;Leste Maranhense;Maranhão;MA;Nordeste
Vargem Grande;Itapecuru Mirim;Norte Maranhense;Maranhão;MA;Nordeste
Viana;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Vila Nova dos Martírios;Imperatriz;Oeste Maranhense;Maranhão;MA;Nordeste
Vitória do Mearim;Baixada Maranhense;Norte Maranhense;Maranhão;MA;Nordeste
Vitorino Freire;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Zé Doca;Pindaré;Oeste Maranhense;Maranhão;MA;Nordeste
Acauã;Alto Médio Canindé;Sudeste Piauiense;Piauí;PI;Nordeste
Agricolândia;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Água Branca;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Alagoinha do Piauí;Pio IX;Sudeste Piauiense;Piauí;PI;Nordeste
Alegrete do Piauí;Pio IX;Sudeste Piauiense;Piauí;PI;Nordeste
Alto Longá;Campo Maior;Centro-Norte Piauiense;Piauí;PI;Nordeste
Altos;Teresina;Centro-Norte Piauiense;Piauí;PI;Nordeste
Alvorada do Gurguéia;Alto Médio Gurguéia;Sudoeste Piauiense;Piauí;PI;Nordeste
Amarante;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Angical do Piauí;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Anísio de Abreu;São Raimundo Nonato;Sudoeste Piauiense;Piauí;PI;Nordeste
Antônio Almeida;Bertolínia;Sudoeste Piauiense;Piauí;PI;Nordeste
Aroazes;Valença do Piauí;Centro-Norte Piauiense;Piauí;PI;Nordeste
Aroeiras do Itaim;Picos;Sudeste Piauiense;Piauí;PI;Nordeste
Arraial;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Assunção do Piauí;Campo Maior;Centro-Norte Piauiense;Piauí;PI;Nordeste
Avelino Lopes;Chapadas do Extremo Sul Piauiense;Sudoeste Piauiense;Piauí;PI;Nordeste
Baixa Grande do Ribeiro;Alto Parnaíba Piauiense;Sudoeste Piauiense;Piauí;PI;Nordeste
Barra D'Alcântara;Valença do Piauí;Centro-Norte Piauiense;Piauí;PI;Nordeste
Barras;Baixo Parnaíba Piauiense;Norte Piauiense;Piauí;PI;Nordeste
Barreiras do Piauí;Alto Médio Gurguéia;Sudoeste Piauiense;Piauí;PI;Nordeste
Barro Duro;Médio Parnaíba Piauiense;Centro-Norte Piauiense;Piauí;PI;Nordeste
Batalha;Baixo Parnaíba Piauiense;Norte Piauiense;Piauí;PI;Nordeste
Bela Vista do Piauí;Alto Médio Canindé;Sudeste Piauiense;Piauí;PI;Nordeste
Belém do Piauí;Alto Médio Canindé;Sudeste Piauiense;Piauí;PI;Nordeste
Beneditinos;Teresina;Centro-Norte Piauiense;Piauí;PI;Nordeste
Bertolínia;Bertolínia;Sudoeste Piauiense;Piauí;PI;Nordeste
Betânia do Piauí;Alto Médio Canindé;Sudeste Piauiense;Piauí;PI;Nordeste
Boa Hora;Baixo Parnaíba Piauiense;Norte Piauiense;Piauí;PI;Nordeste
